Country or Area,Year,co2,hfc,methane,total_ghg,Decade,Year_Group,co2_proportion,methane_proportion,hfc_proportion,co2_yoy_change,co2_yoy_abs_change,methane_yoy_change,methane_yoy_abs_change,hfc_yoy_change,hfc_yoy_abs_change,total_ghg_yoy_change,total_ghg_yoy_abs_change,co2_cumulative,methane_cumulative,hfc_cumulative,total_ghg_cumulative,Emission_Category,Region,co2_ma3,co2_ma5,methane_ma3,methane_ma5,hfc_ma3,hfc_ma5,total_ghg_ma3,total_ghg_ma5
Czechia,2008,122951.000833981,2202.65392837283,16265.1577981665,146768.586435806,2000,2000s,0.8377201403909249,0.11082179227283485,0.015007666026246235,-4.2304085274979535,-5431.086782298997,0.42134908313979924,68.24554129130047,13.314097451796925,258.8058301167198,-3.3335364346101293,-5061.3047410080035,2509287.416727133,370597.1328484254,14371.145505242155,2999510.892367007,Very High,Other,125962.74316369601,126374.1187753788,16405.310932566364,16328.79464117586,1910.9302469630932,1681.44088444734,149588.41692209934,149742.0454865672
Czechia,2009,114999.011500455,2221.1426036464,15447.726584432,137280.293661301,2000,2000s,0.8376949701475833,0.11252690515468121,0.016179617222603124,-6.467608461571983,-7951.9893335259985,-5.025658059257465,-817.4312137344987,0.8393817583149943,18.488675273570152,-6.4647980912829865,-9488.292774505011,2624286.428227588,386044.8594328574,16592.288108888555,3136791.186028308,Very High,Other,122110.699983572,123715.59551914499,15969.932213157901,16239.04584771712,2122.5482100917798,1860.173236013264,145292.92375797368,146996.1064844812
Czechia,2010,117490.709097739,2438.09670404751,15709.8718543046,140167.571767991,2010,2010s,0.8382160553670194,0.11207921815402486,0.017394156674720104,2.1667121871514095,2491.697597284001,1.6969828436553591,262.1452698725989,9.76767993396468,216.95410040110983,2.1031992500056385,2887.278106690006,2741777.137325327,401754.731287162,19030.384812936063,3276958.757796299,Very High,Other,118480.24047739168,122075.5900178564,15807.585412301034,16074.706247287138,2287.29774535558,2078.406009716638,141405.48395503266,145242.623239118
Czechia,2011,115201.992170659,2648.54313198376,15646.1095095858,138568.001912861,2010,2010s,0.8313751413050193,0.11291286078747759,0.01911367051138766,-1.9479982244179461,-2288.7169270800077,-0.40587437828990547,-63.762344718799795,8.631586580913119,210.44642793625007,-1.1411839664153267,-1599.5698551300156,2856979.129495986,417400.8407967478,21678.927944919826,3415526.75970916,Very High,Other,115897.23758961767,119804.9602438228,15601.235982774133,15853.15560067282,2435.9274798925567,2290.856893261322,138671.95578071766,142922.8689909546
Czechia,2012,111298.443406065,2751.78160149352,15580.3762688573,134610.181773864,2010,2010s,0.8268203930742688,0.11574441148167587,0.020442596282325264,-3.388438594717469,-3903.548764594001,-0.4201251479687418,-65.73324072849937,3.8979342364885206,103.23846950976031,-2.856229493361595,-3957.820138996991,2968277.572902051,432981.2170656051,24430.709546413345,3550136.941483024,Very High,Other,114663.71489148766,116388.2314017798,15645.452544249236,15729.84840306924,2612.8071458415966,2452.443593908804,137781.9184849053,139478.9271103646
Czechia,2013,106732.695641486,2880.60511059797,14893.8617356153,129251.706746143,2010,2010s,0.8257739748931479,0.1152314511781853,0.022286785862376476,-4.102256621794043,-4565.747764578991,-4.40627698198941,-686.5145332419997,4.681458333558575,128.82350910444984,-3.9807353033092796,-5358.475027720997,3075010.2685435372,447875.0788012204,27311.314657011317,3679388.648229167,Very High,Other,111077.71040607,113144.5703632808,15373.449171352802,15455.589190559002,2760.3099480250835,2588.0338303538324,134143.296810956,135975.551172432
Czechia,2014,104256.198495021,3060.05976578081,14881.7015443358,127080.041392121,2010,2010s,0.8203978953180048,0.1171049472545928,0.024079782570566068,-2.3202797714240497,-2476.4971464650007,-0.08164565708584925,-12.160191279501305,6.22975549555933,179.45465518283982,-1.6801831161017189,-2171.6653540219995,3179266.467038558,462756.7803455562,30371.374422792123,3806468.689621288,Very High,Other,107429.11251419067,110996.007762194,15118.646516269466,15342.38418253976,2897.4821592907665,2755.817262780714,130313.976637376,133935.50071859598
Czechia,2015,105022.271628204,3309.68923795335,14938.4986490832,128506.449015901,2010,2010s,0.817252927245767,0.11624707369538127,0.025755043916463827,0.734798644341117,766.0731331830029,0.3816573298301318,56.797104747400226,8.157666558151178,249.62947217254032,1.1224481894671845,1426.4076237800036,3284288.738666762,477695.2789946394,33681.06366074547,3934975.138637189,Very High,Other,105337.05525490367,108502.320268287,14904.6873096781,15188.109541495482,3083.4513714440436,2930.135769561882,128279.39905138833,131603.276168178
Czechia,2016,106680.870730177,3528.34032037675,14513.7243606076,130106.965985273,2010,2010s,0.8199474172831943,0.11155224665103966,0.027118765652994536,1.579283209417448,1658.599101972999,-2.843487143212131,-424.77428847559895,6.606393129483346,218.65108242339966,1.245475990994005,1600.5169693719945,3390969.609396939,492209.003355247,37209.403981122225,4065082.104622462,Very High,Other,105319.78028446734,106798.0959801906,14777.9748513422,14961.63251169984,3299.36310803697,3106.09520724048,128564.48546443165,129911.06898266039
Czechia,2017,107776.570566776,3742.04099439132,14273.4423625821,130951.935618019,2010,2010s,0.8230238832143383,0.10899756689520879,0.028575682953680716,1.0270818274161764,1095.6998365990003,-1.6555502368341912,-240.2819980255008,6.0566910958224085,213.70067401457027,0.6494422695566104,844.9696327459969,3498746.179963715,506482.4457178291,40951.44497551354,4196034.040240481,Very High,Other,106493.237641719,106093.7214123328,14575.221790757634,14700.2457304448,3526.690184240473,3304.14708582004,129855.11687306433,129179.4197514914
