Country or Area,Year,Value,Gas_Type
United Kingdom,2000,570546.475486487,co2
United Kingdom,1999,562664.604487132,co2
United Kingdom,1998,570182.520385466,co2
United Kingdom,1997,564846.400844761,co2
United Kingdom,1996,588352.233290508,co2
United Kingdom,1995,567718.832279315,co2
United Kingdom,1994,575574.302712305,co2
United Kingdom,1993,581571.284778773,co2
United Kingdom,1992,595547.681984006,co2
United Kingdom,1991,611180.125323394,co2
United Kingdom,1990,603666.158680242,co2
United States of America,2021,5032212.81923104,co2
United States of America,2020,4714628.03189533,co2
United States of America,2019,5262145.07431644,co2
United States of America,2018,5377797.35312584,co2
United States of America,2017,5212162.34548129,co2
United States of America,2016,5252932.17508657,co2
United States of America,2015,5376473.12467895,co2
United States of America,2014,5528681.06717629,co2
United States of America,2013,5480156.53670671,co2
United States of America,2012,5344085.97972778,co2
United States of America,2011,5546116.06732055,co2
United States of America,2010,5679715.2485841,co2
United States of America,2009,5480725.73147438,co2
United States of America,2008,5915118.46517083,co2
United States of America,2007,6130122.75952067,co2
United States of America,2006,6052686.21490838,co2
United States of America,2005,6132183.27021911,co2
United States of America,2004,6112654.58418795,co2
United States of America,2003,6010145.46285017,co2
United States of America,2002,5946308.14455187,co2
United States of America,2001,5907739.93538369,co2
United States of America,2000,6010135.92792397,co2
United States of America,1999,5803917.83403611,co2
United States of America,1998,5733280.55049857,co2
United States of America,1997,5688142.51102466,co2
United States of America,1996,5612982.75163339,co2
United States of America,1995,5425259.69588285,co2
United States of America,1994,5364279.28527975,co2
United States of America,1993,5272850.80825057,co2
United States of America,1992,5174227.50657907,co2
United States of America,1991,5062956.71779038,co2
United States of America,1990,5120957.20703609,co2
Australia,2020,97303.7351683072,methane
Australia,2019,99367.7314000717,methane
Australia,2018,105796.247541354,methane
Australia,2017,105002.791862103,methane
Australia,2016,103078.580409683,methane
Australia,2015,103955.984361692,methane
Australia,2014,103494.595325217,methane
Australia,2013,106249.156436759,methane
Australia,2012,106641.052870279,methane
Australia,2011,106310.044405118,methane
Australia,2010,104768.448533726,methane
Australia,2009,107797.782980574,methane
Australia,2008,109033.21001672,methane
Australia,2007,111645.922019151,methane
Australia,2006,111294.127712246,methane
Australia,2005,112300.305724911,methane
Australia,2004,110016.932516031,methane
Australia,2003,108530.050761768,methane
Australia,2002,115485.968550101,methane
Australia,2001,117110.619052842,methane
Australia,2000,118052.17644461,methane
Australia,1999,114164.527759236,methane
Australia,1998,117834.999257818,methane
Australia,1997,118004.542337205,methane
Australia,1996,115157.293442175,methane
Australia,1995,115838.533863639,methane
Australia,1994,117269.416880507,methane
Australia,1993,120116.183306004,methane
Australia,1992,123239.843554797,methane
Australia,1991,124199.251540457,methane
Australia,1990,125133.249408805,methane
Austria,2021,6499.26459036207,methane
Austria,2020,6502.90399748831,methane
Austria,2019,6608.55492437589,methane
Austria,2018,6757.86794870621,methane
Austria,2017,6993.400421791,methane
Austria,2016,7023.26696432911,methane
Austria,2015,7103.22155285219,methane
Austria,2014,7190.58111633656,methane
Austria,2013,7348.95288934358,methane
Austria,2012,7469.67356667963,methane
Austria,2011,7604.1183093934,methane
Austria,2010,7835.56451101436,methane
Austria,2009,7957.5447147166,methane
Austria,2008,8082.3725379367,methane
Austria,2007,8245.19136833339,methane
Austria,2006,8379.42530103999,methane
Austria,2005,8514.25420116871,methane
Austria,2004,8775.22246226698,methane
Austria,2003,8783.4923781595,methane
Austria,2002,8864.23625737509,methane
Austria,2001,9021.7376061709,methane
Austria,2000,9217.84581187168,methane
Austria,1999,9452.01111910417,methane
Austria,1998,9649.95785589969,methane
Austria,1997,9838.05375103599,methane
Austria,1996,10168.6049062721,methane
Austria,1995,10513.7923347018,methane
Austria,1994,10605.3993077022,methane
Austria,1993,10937.0334773225,methane
Austria,1992,10893.4981180531,methane
Austria,1991,11199.9213641497,methane
Austria,1990,11318.847159775,methane
Belarus,2021,17875.9385994639,methane
Belarus,2020,17678.0898385645,methane
Belarus,2019,17531.6364146119,methane
Belarus,2018,17480.7019196544,methane
Belarus,2017,17278.9204664539,methane
Belarus,2016,17089.2541481099,methane
Belarus,2015,17221.8007078392,methane
Belarus,2014,17334.213747643,methane
Belarus,2013,17423.0104733757,methane
Belarus,2012,17074.9191640812,methane
Belarus,2011,16763.8036262264,methane
Belarus,2010,16727.6602077316,methane
Belarus,2009,16298.3016203319,methane
Belarus,2008,16280.7656836972,methane
Belarus,2007,16058.4574234465,methane
Belarus,2006,15995.6465795177,methane
Belarus,2005,15606.6409616497,methane
Belarus,2004,15116.764366821,methane
Belarus,2003,14881.4015718123,methane
Belarus,2002,14918.6706126283,methane
Belarus,2001,14990.8627743102,methane
Belarus,2000,15093.4779528177,methane
Belarus,1999,15168.7302856079,methane
Belarus,1998,15526.2315157759,methane
Belarus,1997,15534.5706550462,methane
Belarus,1996,15498.9284886851,methane
Belarus,1995,15952.5191230317,methane
Belarus,1994,16793.3088406692,methane
Belarus,1993,17482.150450699,methane
Belarus,1992,18337.9466489137,methane
Belarus,1991,19739.7590855256,methane
Belarus,1990,20770.3444355306,methane
Belgium,2021,7870.0988320078,methane
Belgium,2020,7971.60760675944,methane
Belgium,2019,8095.9414953694,methane
Belgium,2018,8181.19653592443,methane
Belgium,2017,8263.19317244112,methane
Belgium,2016,8446.15473793036,methane
Belgium,2015,8487.18832618972,methane
Belgium,2014,8477.62744488272,methane
Belgium,2013,8650.40972336463,methane
Belgium,2012,8819.24892718146,methane
Belgium,2011,8861.15725626442,methane
Belgium,2010,9123.26236497711,methane
Belgium,2009,9157.08878287873,methane
Belgium,2008,9228.77722540732,methane
Belgium,2007,9416.096479799,methane
Belgium,2006,9532.71826515205,methane
Belgium,2005,9630.15364481411,methane
Belgium,2004,9876.94701648661,methane
Belgium,2003,9941.88339304698,methane
Belgium,2002,10523.4769561045,methane
Belgium,2001,10972.5966945724,methane
Belgium,2000,11443.9432170105,methane
Belgium,1999,11905.5133935568,methane
Belgium,1998,12174.4377802763,methane
Belgium,1997,12368.9253514447,methane
Belgium,1996,12500.4015191337,methane
Belgium,1995,12653.8127202203,methane
Belgium,1994,12582.3517358113,methane
Belgium,1993,12547.6829314078,methane
Belgium,1992,12768.7039910165,methane
Belgium,1991,12855.2717454567,methane
Belgium,1990,12899.9861722137,methane
Bulgaria,2021,6560.59971145466,methane
Bulgaria,2020,6406.8323891111,methane
Bulgaria,2019,6527.15408981666,methane
Bulgaria,2018,6801.94174796498,methane
Bulgaria,2017,7125.41585012255,methane
Bulgaria,2016,7260.0006101485,methane
Bulgaria,2015,7440.42848600287,methane
Bulgaria,2014,7405.00406355537,methane
Bulgaria,2013,7466.39265788863,methane
Bulgaria,2012,7561.51483576702,methane
Bulgaria,2011,7876.34152582209,methane
Bulgaria,2010,7586.15451947416,methane
Bulgaria,2009,7441.69071573075,methane
Bulgaria,2008,7691.43598681683,methane
Bulgaria,2007,7772.65473227634,methane
Bulgaria,2006,7761.49953401938,methane
Bulgaria,2005,7931.83015234619,methane
Bulgaria,2004,8317.18857281103,methane
Bulgaria,2003,8822.07312113839,methane
Bulgaria,2002,8110.60421290763,methane
Bulgaria,2001,7776.69009533048,methane
Bulgaria,2000,8495.95725139827,methane
Bulgaria,1999,8566.44857023938,methane
Bulgaria,1998,8998.54532646603,methane
Bulgaria,1997,9618.35067181351,methane
Bulgaria,1996,9973.20614649032,methane
Bulgaria,1995,9968.17970082954,methane
Bulgaria,1994,9834.01328949902,methane
Bulgaria,1993,11822.5956635052,methane
Bulgaria,1992,13072.4533979885,methane
Bulgaria,1991,13462.7327372513,methane
Bulgaria,1990,14631.8094562071,methane
Canada,2021,90509.759899685,methane
Canada,2020,91379.8196667903,methane
Canada,2019,101367.689417077,methane
Canada,2018,103864.664920584,methane
Canada,2017,104067.299141371,methane
Canada,2016,104732.076591537,methane
Canada,2015,109975.157853482,methane
Canada,2014,112564.717134026,methane
Canada,2013,111504.033241653,methane
Canada,2012,110506.668335065,methane
Canada,2011,107989.501730127,methane
Canada,2010,107761.32435633,methane
Canada,2009,106879.812392432,methane
Canada,2008,112880.54695375,methane
Canada,2007,113921.261020961,methane
Canada,2006,116412.194432084,methane
Canada,2005,114807.904933934,methane
Canada,2004,113213.176638027,methane
Canada,2003,110839.468677149,methane
Canada,2002,110408.27156546,methane
Canada,2001,110703.555470685,methane
Canada,2000,110824.41525594,methane
Canada,1999,108681.188555635,methane
Canada,1998,107494.102714927,methane
Canada,1997,106312.594744348,methane
Canada,1996,104068.177545049,methane
Canada,1995,100379.041957051,methane
Canada,1994,96100.9775585294,methane
Canada,1993,92593.8662741751,methane
Canada,1992,89611.5046237305,methane
Canada,1991,85490.8008552617,methane
Canada,1990,83913.8547579155,methane
Croatia,2021,3887.15610467487,methane
Croatia,2020,4001.92922146943,methane
Croatia,2019,4049.49762573895,methane
Croatia,2018,4103.61364575574,methane
Croatia,2017,4272.83775576744,methane
Croatia,2016,4284.31328780622,methane
Croatia,2015,4265.87638474419,methane
Croatia,2014,4167.23143071918,methane
Croatia,2013,4203.11159354863,methane
Croatia,2012,4316.98480876876,methane
Croatia,2011,4372.96902619313,methane
Croatia,2010,4420.01122803787,methane
Croatia,2009,4350.32587270002,methane
Croatia,2008,4265.34436485629,methane
Croatia,2007,4291.77239013506,methane
Croatia,2006,4288.49513866491,methane
Croatia,2005,4155.72334886723,methane
Croatia,2004,4141.43418336984,methane
Croatia,2003,4026.50578276653,methane
Croatia,2002,3833.94760335765,methane
Croatia,2001,3821.07337862016,methane
Croatia,2000,3734.9257999896,methane
Croatia,1999,3787.12589823408,methane
Croatia,1998,3726.43267494906,methane
Croatia,1997,3750.00852811619,methane
Croatia,1996,3776.62157815759,methane
Croatia,1995,3814.81935134095,methane
Croatia,1994,3861.30032681661,methane
Croatia,1993,4062.19152065843,methane
Croatia,1992,4146.8324009397,methane
Croatia,1991,4661.53213163526,methane
Croatia,1990,4821.38262191547,methane
Cyprus,2021,1097.40095763803,methane
Cyprus,2020,1064.83267345146,methane
Cyprus,2019,1034.05336443387,methane
Cyprus,2018,1013.25106964142,methane
Cyprus,2017,999.058541839055,methane
Cyprus,2016,980.386395049634,methane
Cyprus,2015,957.01209185498,methane
Cyprus,2014,949.373579238993,methane
Cyprus,2013,948.40219682242,methane
Cyprus,2012,963.139047168444,methane
Cyprus,2011,973.255864805782,methane
Cyprus,2010,973.732840133294,methane
Cyprus,2009,964.613218904935,methane
Cyprus,2008,962.364995940455,methane
Cyprus,2007,964.653605169765,methane
Cyprus,2006,962.620617413605,methane
Cyprus,2005,960.064055810794,methane
Cyprus,2004,984.948386425321,methane
Cyprus,2003,994.648751944308,methane
Cyprus,2002,1003.66051834994,methane
Cyprus,2001,975.92292375296,methane
Cyprus,2000,938.336465320068,methane
Cyprus,1999,919.570421011346,methane
Cyprus,1998,917.447647262224,methane
Cyprus,1997,914.779073627738,methane
Cyprus,1996,909.383257208261,methane
Cyprus,1995,887.562309030471,methane
Cyprus,1994,861.384248328841,methane
Cyprus,1993,847.165667795858,methane
Cyprus,1992,816.304329965439,methane
Cyprus,1991,791.347981011437,methane
Cyprus,1990,776.447324020094,methane
Czechia,2021,13223.9900175251,methane
Czechia,2020,13098.133945115,methane
Czechia,2019,13798.8677114323,methane
Czechia,2018,14165.5487491501,methane
Czechia,2017,14273.4423625821,methane
Czechia,2016,14513.7243606076,methane
Czechia,2015,14938.4986490832,methane
Czechia,2014,14881.7015443358,methane
Czechia,2013,14893.8617356153,methane
Czechia,2012,15580.3762688573,methane
Czechia,2011,15646.1095095858,methane
Czechia,2010,15709.8718543046,methane
Czechia,2009,15447.726584432,methane
Czechia,2008,16265.1577981665,methane
Czechia,2007,16196.9122568752,methane
Czechia,2006,16753.8627426574,methane
Czechia,2005,16531.5698564545,methane
Czechia,2004,15896.4705517257,methane
Czechia,2003,16439.9242029856,methane
Czechia,2002,16586.8889202263,methane
Czechia,2001,16951.0122292252,methane
Czechia,2000,17614.6994206362,methane
Czechia,1999,18686.7037470754,methane
Czechia,1998,19653.1558687785,methane
Czechia,1997,20547.8784396059,methane
Czechia,1996,21155.5767290314,methane
Czechia,1995,21157.0346041929,methane
Czechia,1994,21514.8812081802,methane
Czechia,1993,22927.4484994037,methane
Czechia,1992,23474.5515419247,methane
Czechia,1991,25429.833263468,methane
Czechia,1990,26813.5709678121,methane
Denmark,2021,8644.69913581677,methane
Denmark,2020,8613.03644167601,methane
Denmark,2019,8471.83532089407,methane
Denmark,2018,8658.41624240605,methane
Denmark,2017,8586.01980446307,methane
Denmark,2016,8585.81517770987,methane
Denmark,2015,8503.37872548266,methane
Denmark,2014,8586.31421597867,methane
Denmark,2013,8614.23549731089,methane
Denmark,2012,8719.20581662134,methane
Denmark,2011,8831.962099791,methane
Denmark,2010,9015.27070637594,methane
Denmark,2009,8918.19152680284,methane
Denmark,2008,9070.82014666185,methane
Denmark,2007,9223.18317923032,methane
Denmark,2006,9251.72621783084,methane
Denmark,2005,9405.71081826368,methane
Denmark,2004,9684.04491457671,methane
Denmark,2003,9863.76123416454,methane
Denmark,2002,9825.9004717323,methane
Denmark,2001,9874.23981537876,methane
Denmark,2000,9632.01565869795,methane
Denmark,1999,9640.72569129748,methane
Denmark,1998,9769.43148147216,methane
Denmark,1997,9687.05261793259,methane
Denmark,1996,9801.76086648628,methane
Denmark,1995,9671.43586592299,methane
Denmark,1994,9588.14839828604,methane
Denmark,1993,9735.82505515295,methane
Denmark,1992,9495.60366659121,methane
Denmark,1991,9393.40183813724,methane
Denmark,1990,9161.07323086463,methane
Estonia,2021,1152.94077636597,methane
Estonia,2020,1144.51397209763,methane
Estonia,2019,1156.23236717043,methane
Estonia,2018,1143.58287445534,methane
Estonia,2017,1146.17163473416,methane
Estonia,2016,1132.24614629645,methane
Estonia,2015,1151.48062041693,methane
Estonia,2014,1253.97992048451,methane
Estonia,2013,1280.43725076093,methane
Estonia,2012,1279.97091592427,methane
Estonia,2011,1267.35545537586,methane
Estonia,2010,1298.22216913007,methane
Estonia,2009,1289.50212162535,methane
Estonia,2008,1279.55299535872,methane
Estonia,2007,1297.78921288226,methane
Estonia,2006,1304.10534736549,methane
Estonia,2005,1312.32346331266,methane
Estonia,2004,1331.10767090867,methane
Estonia,2003,1309.96878304275,methane
Estonia,2002,1309.55967475522,methane
Estonia,2001,1362.69380664654,methane
Estonia,2000,1323.80341028385,methane
Estonia,1999,1287.04027251292,methane
Estonia,1998,1380.72086126396,methane
Estonia,1997,1400.26468568331,methane
Estonia,1996,1343.4657809322,methane
Estonia,1995,1349.31756432513,methane
Estonia,1994,1457.80145934946,methane
Estonia,1993,1525.41520003737,methane
Estonia,1992,1798.01968042007,methane
Estonia,1991,2077.99022240648,methane
Estonia,1990,2152.37788424663,methane
European Union,2021,401658.555492058,methane
European Union,2020,405668.777595617,methane
European Union,2019,409823.111980726,methane
European Union,2018,419510.262427317,methane
European Union,2017,425299.119611277,methane
European Union,2016,427051.440643852,methane
European Union,2015,431827.739277019,methane
European Union,2014,430594.636866632,methane
European Union,2013,438057.659726532,methane
European Union,2012,446196.416827222,methane
European Union,2011,448820.580904495,methane
European Union,2010,458733.510512192,methane
European Union,2009,465554.716264428,methane
European Union,2008,474992.669022734,methane
European Union,2007,481805.349103066,methane
European Union,2006,487622.590646785,methane
European Union,2005,496915.825866178,methane
European Union,2004,505199.524329052,methane
European Union,2003,522102.612819992,methane
European Union,2002,525792.596640214,methane
European Union,2001,536404.26161685,methane
European Union,2000,542790.261814886,methane
European Union,1999,563519.319726284,methane
European Union,1998,571539.310731765,methane
European Union,1997,584616.35230634,methane
European Union,1996,588866.536992559,methane
European Union,1995,591985.350677926,methane
European Union,1994,594503.832159852,methane
European Union,1993,605144.393290781,methane
European Union,1992,611826.573517838,methane
European Union,1991,627352.442936245,methane
European Union,1990,648411.628836414,methane
Finland,2021,4819.21681748269,methane
Finland,2020,4937.91394139328,methane
Finland,2019,5041.9363975537,methane
Finland,2018,5098.89233103478,methane
Finland,2017,5177.53469560228,methane
Finland,2016,5305.2419380264,methane
Finland,2015,5469.50835968538,methane
Finland,2014,5508.39642805102,methane
Finland,2013,5614.36546627005,methane
Finland,2012,5752.26391918944,methane
Finland,2011,5818.71064938788,methane
Finland,2010,5993.42393476509,methane
Finland,2009,5922.41589877669,methane
Finland,2008,6016.01322130337,methane
Finland,2007,6192.27406746589,methane
Finland,2006,6336.47711269369,methane
Finland,2005,6258.1793280932,methane
Finland,2004,6537.16895107761,methane
Finland,2003,6748.71860326297,methane
Finland,2002,6972.14693607,methane
Finland,2001,7218.16256657991,methane
Finland,2000,7364.1863539836,methane
Finland,1999,7651.81364269502,methane
Finland,1998,7868.40598689608,methane
Finland,1997,8153.98176012567,methane
Finland,1996,8246.88954563311,methane
Finland,1995,8322.50815234453,methane
Finland,1994,8557.79561311247,methane
Finland,1993,8584.88620868106,methane
Finland,1992,8538.87650332195,methane
Finland,1991,8592.7518818771,methane
Finland,1990,8611.47088743084,methane
France,2021,62196.306195502,methane
France,2020,63774.3314706699,methane
France,2019,64979.6376701825,methane
France,2018,64990.9408911099,methane
France,2017,66080.6274916821,methane
France,2016,66737.8770065073,methane
France,2015,66819.0187892193,methane
France,2014,67438.2490999569,methane
France,2013,68636.6062787625,methane
France,2012,70262.3454156688,methane
France,2011,71004.5926941536,methane
France,2010,73731.3877028836,methane
France,2009,73747.3964594718,methane
France,2008,75150.6769172269,methane
France,2007,74611.3743375674,methane
France,2006,74733.1069099886,methane
France,2005,75397.4509881154,methane
France,2004,76381.9047176573,methane
France,2003,77519.7103475787,methane
France,2002,78585.1457442384,methane
France,2001,80328.1212600483,methane
France,2000,80044.7443625675,methane
France,1999,79256.251790132,methane
France,1998,79237.2201034068,methane
France,1997,78784.9112044428,methane
France,1996,80176.4255341962,methane
France,1995,80846.440647392,methane
France,1994,80323.5675934525,methane
France,1993,80398.0429626578,methane
France,1992,79955.7343925787,methane
France,1991,79823.5213727624,methane
France,1990,79256.3293414455,methane
Germany,2021,45687.7487317312,methane
Germany,2020,47051.4093588268,methane
Germany,2019,48261.4341916901,methane
Germany,2018,51097.5251753717,methane
Germany,2017,53339.0069062907,methane
Germany,2016,54177.9569190279,methane
Germany,2015,55895.2773154482,methane
Germany,2014,56368.1006702616,methane
Germany,2013,57898.5065111973,methane
Germany,2012,58892.5701367588,methane
Germany,2011,58550.675147301,methane
Germany,2010,60100.1120054787,methane
Germany,2009,61476.9333077313,methane
Germany,2008,64295.7584458547,methane
Germany,2007,65669.9412387939,methane
Germany,2006,68158.9091992546,methane
Germany,2005,72573.5925200961,methane
Germany,2004,76468.8784697047,methane
Germany,2003,83233.980019856,methane
Germany,2002,87213.2558950818,methane
Germany,2001,91917.7629477661,methane
Germany,2000,96046.3943503297,methane
Germany,1999,100615.603679316,methane
Germany,1998,101789.292874879,methane
Germany,1997,107421.923140498,methane
Germany,1996,112543.942182327,methane
Germany,1995,115631.707421664,methane
Germany,1994,118428.746818463,methane
Germany,1993,122908.958734814,methane
Germany,1992,122193.125566051,methane
Germany,1991,126230.500363625,methane
Germany,1990,132605.600250998,methane
Greece,2021,11323.4215669907,methane
Greece,2020,10959.0545014084,methane
Greece,2019,11210.5337507418,methane
Greece,2018,11463.057570083,methane
Greece,2017,11324.03317899,methane
Greece,2016,10988.6694664877,methane
Greece,2015,11378.5553081513,methane
Greece,2014,11597.5915876486,methane
Greece,2013,11812.4455373586,methane
Greece,2012,12086.3562415345,methane
Greece,2011,12266.7672009086,methane
Greece,2010,12431.6003804858,methane
Greece,2009,12186.9127484913,methane
Greece,2008,12607.0429308761,methane
Greece,2007,12749.2170475372,methane
Greece,2006,12883.7873979695,methane
Greece,2005,12799.113206806,methane
Greece,2004,12707.4729892307,methane
Greece,2003,12680.8776542668,methane
Greece,2002,12565.2305002924,methane
Greece,2001,12469.8092766019,methane
Greece,2000,13244.4643591349,methane
Greece,1999,13237.9018351096,methane
Greece,1998,13279.7233739177,methane
Greece,1997,13041.51956176,methane
Greece,1996,13093.0629927039,methane
Greece,1995,12913.1478334047,methane
Greece,1994,12714.4069302859,methane
Greece,1993,12639.3646203138,methane
Greece,1992,12588.5815791361,methane
Greece,1991,12513.8569027114,methane
Greece,1990,12526.7591923293,methane
Hungary,2021,9206.95476478559,methane
Hungary,2020,9207.07338452403,methane
Hungary,2019,9219.78236641327,methane
Hungary,2018,9298.43086589179,methane
Hungary,2017,9369.32140052762,methane
Hungary,2016,9347.59068487483,methane
Hungary,2015,9451.01471941571,methane
Hungary,2014,9422.6688687872,methane
Hungary,2013,9633.62999608653,methane
Hungary,2012,9783.34437649799,methane
Hungary,2011,9662.02152746947,methane
Hungary,2010,9780.51363353637,methane
Hungary,2009,9745.4143365379,methane
Hungary,2008,9779.49340815293,methane
Hungary,2007,10013.0920947858,methane
Hungary,2006,10204.4100144427,methane
Hungary,2005,10470.0727862983,methane
Hungary,2004,10781.3659730019,methane
Hungary,2003,11218.6845230195,methane
Hungary,2002,11151.7904209767,methane
Hungary,2001,11299.4292800484,methane
Hungary,2000,11520.6000855398,methane
Hungary,1999,11430.9781398994,methane
Hungary,1998,11395.6110018926,methane
Hungary,1997,11525.7439542638,methane
Hungary,1996,11610.0093258732,methane
Hungary,1995,11537.6001914369,methane
Hungary,1994,11636.2715410927,methane
Hungary,1993,11959.08764172,methane
Hungary,1992,12341.211463149,methane
Hungary,1991,13586.2782123443,methane
Hungary,1990,13801.4772634484,methane
Iceland,2021,654.079269297736,methane
Iceland,2020,651.909614892776,methane
Iceland,2019,632.396439925642,methane
Iceland,2018,685.072185621673,methane
Iceland,2017,686.79234031976,methane
Iceland,2016,700.918890341489,methane
Iceland,2015,714.625387512397,methane
Iceland,2014,709.02609173625,methane
Iceland,2013,700.822795081954,methane
Iceland,2012,699.264357363761,methane
Iceland,2011,731.948140032621,methane
Iceland,2010,755.448821727189,methane
Iceland,2009,759.522631892552,methane
Iceland,2008,767.425209006122,methane
Iceland,2007,781.562298703777,methane
Iceland,2006,772.350717370619,methane
Iceland,2005,734.661587077418,methane
Iceland,2004,747.260295322416,methane
Iceland,2003,754.799571174119,methane
Iceland,2002,767.775454015072,methane
Iceland,2001,763.320764212812,methane
Iceland,2000,755.252356204154,methane
Iceland,1999,756.312706325757,methane
Iceland,1998,754.426326329654,methane
Iceland,1997,754.264718267621,methane
Iceland,1996,752.373624003167,methane
Iceland,1995,731.619357699284,methane
Iceland,1994,734.082721692899,methane
Iceland,1993,728.144562542616,methane
Iceland,1992,714.573022890148,methane
Iceland,1991,712.135854930674,methane
Iceland,1990,717.891236008398,methane
Ireland,2021,17649.700240153,methane
Ireland,2020,17286.8298683263,methane
Ireland,2019,17043.0557564843,methane
Ireland,2018,17543.2656982606,methane
Ireland,2017,17177.2149544904,methane
Ireland,2016,16685.945513601,methane
Ireland,2015,16233.3835188692,methane
Ireland,2014,15642.7571413214,methane
Ireland,2013,15545.3181879879,methane
Ireland,2012,15230.3803724874,methane
Ireland,2011,14490.8495050737,methane
Ireland,2010,14535.08834976,methane
Ireland,2009,14854.8999598501,methane
Ireland,2008,15292.740794752,methane
Ireland,2007,15469.0601809603,methane
Ireland,2006,16451.2770851145,methane
Ireland,2005,16331.524662098,methane
Ireland,2004,16615.7959935872,methane
Ireland,2003,17729.1857523924,methane
Ireland,2002,16976.7426077517,methane
Ireland,2001,17010.900101806,methane
Ireland,2000,16885.6137554483,methane
Ireland,1999,17473.9361881965,methane
Ireland,1998,17937.3247473334,methane
Ireland,1997,17543.7484548449,methane
Ireland,1996,17458.1218040292,methane
Ireland,1995,17100.7326447889,methane
Ireland,1994,16973.742964239,methane
Ireland,1993,16959.0969491057,methane
Ireland,1992,16777.8781306992,methane
Ireland,1991,16513.9617622511,methane
Ireland,1990,16138.0389000643,methane
Italy,2021,47087.0541894855,methane
Italy,2020,47513.4093154766,methane
Italy,2019,46762.3230853085,methane
Italy,2018,47972.4340845334,methane
Italy,2017,48783.9679589814,methane
Italy,2016,48816.0201319111,methane
Italy,2015,49315.5591501065,methane
Italy,2014,49268.0551926014,methane
Italy,2013,50332.1176483274,methane
Italy,2012,51997.2601207308,methane
Italy,2011,51386.9522301905,methane
Italy,2010,52690.4568894696,methane
Italy,2009,53177.2893317705,methane
Italy,2008,53312.2589329848,methane
Italy,2007,53932.209998516,methane
Italy,2006,53157.8210427257,methane
Italy,2005,54702.5562189407,methane
Italy,2004,54173.8849236588,methane
Italy,2003,56556.3658722735,methane
Italy,2002,56276.9155981807,methane
Italy,2001,58154.2849833338,methane
Italy,2000,57706.2945464038,methane
Italy,1999,57761.6951839096,methane
Italy,1998,57745.8157675617,methane
Italy,1997,58214.0980443073,methane
Italy,1996,57656.6517689821,methane
Italy,1995,57033.5724828753,methane
Italy,1994,56518.4749222122,methane
Italy,1993,56087.9828089079,methane
Italy,1992,55749.3854043327,methane
Italy,1991,55980.6004836795,methane
Italy,1990,54975.3404829517,methane
Japan,2021,27361.3633177281,methane
Japan,2020,27379.8897505428,methane
Japan,2019,27483.882213975,methane
Japan,2018,27660.3435939688,methane
Japan,2017,28043.8395211533,methane
Japan,2016,28233.9125760622,methane
Japan,2015,28273.038754273,methane
Japan,2014,28644.6692412369,methane
Japan,2013,29143.2576800454,methane
Japan,2012,29202.0630299759,methane
Japan,2011,29857.2272806643,methane
Japan,2010,31072.985051965,methane
Japan,2009,31519.6188498435,methane
Japan,2008,32056.308041674,methane
Japan,2007,32854.3231104742,methane
Japan,2006,33481.7834735081,methane
Japan,2005,34053.7515477759,methane
Japan,2004,34068.2993038764,methane
Japan,2003,34381.5169914258,methane
Japan,2002,35288.3793823117,methane
Japan,2001,36115.4460935372,methane
Japan,2000,37285.6766251637,methane
Japan,1999,37937.0316590275,methane
Japan,1998,38321.5749169561,methane
Japan,1997,40014.5463699326,methane
Japan,1996,40490.2911103626,methane
Japan,1995,41755.9305948581,methane
Japan,1994,42944.6803234063,methane
Japan,1993,42911.7176163689,methane
Japan,1992,43812.1488318993,methane
Japan,1991,43880.709274968,methane
Japan,1990,44542.0260943465,methane
Latvia,2021,1889.56980311644,methane
Latvia,2020,1897.99318191421,methane
Latvia,2019,1920.8982486193,methane
Latvia,2018,1923.77566374815,methane
Latvia,2017,2019.58549472323,methane
Latvia,2016,1993.16656848127,methane
Latvia,2015,1967.73841736617,methane
Latvia,2014,2081.11651361722,methane
Latvia,2013,2028.3224083982,methane
Latvia,2012,2000.0177866387,methane
Latvia,2011,1950.7484266797,methane
Latvia,2010,2002.51501447289,methane
Latvia,2009,2084.56206764388,methane
Latvia,2008,2062.35797301834,methane
Latvia,2007,2086.25307971855,methane
Latvia,2006,2033.29239445749,methane
Latvia,2005,2091.50518868337,methane
Latvia,2004,2055.3458315015,methane
Latvia,2003,2113.65834462605,methane
Latvia,2002,2175.00178456347,methane
Latvia,2001,2207.6935474913,methane
Latvia,2000,2107.90280954182,methane
Latvia,1999,2115.58086976787,methane
Latvia,1998,2265.75666761409,methane
Latvia,1997,2363.12221191568,methane
Latvia,1996,2402.29841397058,methane
Latvia,1995,2443.50433710136,methane
Latvia,1994,2456.00534843786,methane
Latvia,1993,2648.44581984401,methane
Latvia,1992,3456.22586575714,methane
Latvia,1991,4007.84707958508,methane
Latvia,1990,4061.20773750298,methane
Liechtenstein,2021,21.8077411831664,methane
Liechtenstein,2020,22.0784812178045,methane
Liechtenstein,2019,21.9144648936063,methane
Liechtenstein,2018,21.1627104431504,methane
Liechtenstein,2017,20.8642468326698,methane
Liechtenstein,2016,21.4135840363374,methane
Liechtenstein,2015,21.285635205609,methane
Liechtenstein,2014,21.4773862228243,methane
Liechtenstein,2013,21.3216389058134,methane
Liechtenstein,2012,22.2574937749637,methane
Liechtenstein,2011,21.786921116506,methane
Liechtenstein,2010,21.3844565031317,methane
