Country or Area,Year,Value,Gas_Type
Austria,1995,324.028215917346,hfc
Austria,1994,236.910223177867,hfc
Austria,1993,214.874047015042,hfc
Austria,1992,4.7185379877002,hfc
Austria,1991,3.25872,hfc
Austria,1990,2.04228,hfc
Belarus,2021,208.962636965765,hfc
Belarus,2020,200.983288509603,hfc
Belarus,2019,191.013619144468,hfc
Belarus,2018,187.162413503014,hfc
Belarus,2017,179.01650835958,hfc
Belarus,2016,172.383674933972,hfc
Belarus,2015,164.421870722719,hfc
Belarus,2014,146.730891892745,hfc
Belarus,2013,125.710308045944,hfc
Belarus,2012,113.040559204439,hfc
Belarus,2011,89.8816930652739,hfc
Belarus,2010,80.6339305117989,hfc
Belarus,2009,65.2659213591289,hfc
Belarus,2008,53.1248379812489,hfc
Belarus,2007,45.8702725374289,hfc
Belarus,2006,37.8984476689909,hfc
Belarus,2005,33.7942120199449,hfc
Belarus,2004,29.1449901723952,hfc
Belarus,2003,19.8237158712564,hfc
Belarus,2002,16.4126478782707,hfc
Belarus,2001,13.2181120515818,hfc
Belarus,2000,9.12683176598975,hfc
Belarus,1999,5.38084889487095,hfc
Belarus,1998,5.0432459947537,hfc
Belarus,1997,4.61523507243,hfc
Belarus,1996,4.279706641038,hfc
Belarus,1995,3.884244938319,hfc
Belgium,2021,2397.30367250546,hfc
Belgium,2020,3111.95679380198,hfc
Belgium,2019,3701.94920047716,hfc
Belgium,2018,4206.09463374671,hfc
Belgium,2017,4072.86231624011,hfc
Belgium,2016,3775.26860468285,hfc
Belgium,2015,3795.65163356018,hfc
Belgium,2014,3686.90891147626,hfc
Belgium,2013,3452.04142012382,hfc
Belgium,2012,3389.48353331818,hfc
Belgium,2011,3370.04493675349,hfc
Belgium,2010,3015.44485970761,hfc
Belgium,2009,2731.87416871449,hfc
Belgium,2008,2833.57394537139,hfc
Belgium,2007,2838.17969564068,hfc
Belgium,2006,2469.18562203251,hfc
Belgium,2005,2365.3276518809,hfc
Belgium,2004,1672.82044641238,hfc
Belgium,2003,1587.66818020495,hfc
Belgium,2002,1401.01906664452,hfc
Belgium,2001,1172.25297372862,hfc
Belgium,2000,1088.73111209743,hfc
Belgium,1999,887.947546016962,hfc
Belgium,1998,813.745906853522,hfc
Belgium,1997,657.925988541225,hfc
Belgium,1996,539.269430318571,hfc
Belgium,1995,449.340121703525,hfc
Belgium,1994,387.825606878927,hfc
Belgium,1993,368.863818655951,hfc
Belgium,1992,362.353867801761,hfc
Bulgaria,2021,739.422816164572,hfc
Bulgaria,2020,789.766469864273,hfc
Bulgaria,2019,801.65383795148,hfc
Bulgaria,2018,717.308128616299,hfc
Bulgaria,2017,712.718033546612,hfc
Bulgaria,2016,714.251792075083,hfc
Bulgaria,2015,693.573073407392,hfc
Bulgaria,2014,889.00578442389,hfc
Bulgaria,2013,727.625041253165,hfc
Bulgaria,2012,502.029904450307,hfc
Bulgaria,2011,473.862400528362,hfc
Bulgaria,2010,414.998867142926,hfc
Bulgaria,2009,418.13379716957,hfc
Bulgaria,2008,425.743730528313,hfc
Bulgaria,2007,282.335374477377,hfc
Bulgaria,2006,245.384767628133,hfc
Bulgaria,2005,166.323203692747,hfc
Bulgaria,2004,104.741192427117,hfc
Bulgaria,2003,77.9715163568108,hfc
Bulgaria,2002,60.9825930184372,hfc
Bulgaria,2001,46.2271244530878,hfc
Bulgaria,2000,32.6920301617908,hfc
Bulgaria,1999,19.672482323763,hfc
Bulgaria,1998,12.7194421481944,hfc
Bulgaria,1997,8.44277849691622,hfc
Bulgaria,1996,5.31400560627705,hfc
Bulgaria,1995,3.02608617434007,hfc
Bulgaria,1994,0.99706864828493,hfc
Bulgaria,1993,0.02094275655459,hfc
Bulgaria,1992,0.00971063847,hfc
Bulgaria,1991,0.00285051,hfc
Canada,2021,11433.4129129798,hfc
Canada,2020,11918.8519747354,hfc
Canada,2019,12111.0736946586,hfc
Canada,2018,12153.4997456952,hfc
Canada,2017,11097.4276044012,hfc
Canada,2016,11305.1600230089,hfc
Canada,2015,11041.0470989509,hfc
Canada,2014,10950.2136628768,hfc
Canada,2013,10075.0982028364,hfc
Canada,2012,9084.09011205681,hfc
Canada,2011,8592.51357923876,hfc
Canada,2010,7729.05363577473,hfc
Canada,2009,6909.97109869936,hfc
Canada,2008,6135.67115116636,hfc
Canada,2007,6077.57252813593,hfc
Canada,2006,5391.07606666372,hfc
Canada,2005,5107.03344257297,hfc
Canada,2004,4584.77356780635,hfc
Canada,2003,3979.85765304976,hfc
Canada,2002,3607.06766099863,hfc
Canada,2001,3159.2956287521,hfc
Canada,2000,2754.84203983593,hfc
Canada,1999,2160.36452105141,hfc
Canada,1998,1620.11150727323,hfc
Canada,1997,1122.30349100694,hfc
Canada,1996,810.62495471848,hfc
Canada,1995,460.505097239537,hfc
Canada,1992,829.7768,hfc
Canada,1991,1056.6608,hfc
Canada,1990,970.540192,hfc
Croatia,2021,1699.28404317094,hfc
Croatia,2020,1574.63166625324,hfc
Croatia,2019,1470.23062961122,hfc
Croatia,2018,1356.03481042867,hfc
Croatia,2017,1229.01876842784,hfc
Croatia,2016,1083.59174918372,hfc
Croatia,2015,948.11791692388,hfc
Croatia,2014,854.196243541472,hfc
Croatia,2013,768.70036128603,hfc
Croatia,2012,703.057631482102,hfc
Croatia,2011,629.733329781799,hfc
Croatia,2010,567.72953183097,hfc
Croatia,2009,473.66516822904,hfc
Croatia,2008,392.175875966404,hfc
Croatia,2007,321.41743175757,hfc
Croatia,2006,244.72099198255,hfc
Croatia,2005,189.0633225642,hfc
Croatia,2004,130.152403176896,hfc
Croatia,2003,108.84825700847,hfc
Croatia,2002,82.58193365207,hfc
Croatia,2001,62.000650657928,hfc
Croatia,2000,50.760640434686,hfc
Croatia,1999,42.050377199298,hfc
Croatia,1998,34.809401403933,hfc
Croatia,1997,28.997372481543,hfc
Croatia,1996,24.781040209783,hfc
Croatia,1995,21.664058665393,hfc
Cyprus,2021,353.487646622074,hfc
Cyprus,2020,335.683897225151,hfc
Cyprus,2019,332.265374089774,hfc
Cyprus,2018,308.052119909632,hfc
Cyprus,2017,287.912005880538,hfc
Cyprus,2016,267.016369528783,hfc
Cyprus,2015,246.654110429218,hfc
Cyprus,2014,233.180223140078,hfc
Cyprus,2013,225.673445631845,hfc
Cyprus,2012,221.173987639924,hfc
Cyprus,2011,216.370430549331,hfc
Cyprus,2010,198.985648289535,hfc
Cyprus,2009,182.721093011051,hfc
Cyprus,2008,172.115839212849,hfc
Cyprus,2007,153.17083083787,hfc
Cyprus,2006,137.789679398688,hfc
Cyprus,2005,121.800897542198,hfc
Cyprus,2004,107.153253138078,hfc
Cyprus,2003,91.9978878681004,hfc
Cyprus,2002,80.2776918306652,hfc
Cyprus,2001,70.908083156346,hfc
Cyprus,2000,62.436007034613,hfc
Cyprus,1999,54.2932211473449,hfc
Cyprus,1998,47.3813618769702,hfc
Cyprus,1997,38.6481174421133,hfc
Cyprus,1996,33.5958149509823,hfc
Cyprus,1995,28.4924401894214,hfc
Cyprus,1994,26.2749430913806,hfc
Cyprus,1993,24.618956396142,hfc
Cyprus,1992,23.0432955914193,hfc
Czechia,2021,3711.39709469883,hfc
Czechia,2020,3734.28810841254,hfc
Czechia,2019,3823.44150867491,hfc
Czechia,2018,3793.35560714547,hfc
Czechia,2017,3742.04099439132,hfc
Czechia,2016,3528.34032037675,hfc
Czechia,2015,3309.68923795335,hfc
Czechia,2014,3060.05976578081,hfc
Czechia,2013,2880.60511059797,hfc
Czechia,2012,2751.78160149352,hfc
Czechia,2011,2648.54313198376,hfc
Czechia,2010,2438.09670404751,hfc
Czechia,2009,2221.1426036464,hfc
Czechia,2008,2202.65392837283,hfc
Czechia,2007,1943.84809825611,hfc
Czechia,2006,1586.28871426034,hfc
Czechia,2005,1346.93283553064,hfc
Czechia,2004,1327.48084581678,hfc
Czechia,2003,1211.47908077428,hfc
Czechia,2002,1098.28438408073,hfc
Czechia,2001,997.941713359019,hfc
Czechia,2000,799.772994278663,hfc
Czechia,1999,635.899512399311,hfc
Czechia,1998,529.342062016024,hfc
Czechia,1997,388.923908286244,hfc
Czechia,1996,215.431109279601,hfc
Czechia,1995,86.8663185315838,hfc
Denmark,2021,356.185833248185,hfc
Denmark,2020,392.046489213016,hfc
Denmark,2019,393.584672474583,hfc
Denmark,2018,541.850218222423,hfc
Denmark,2017,477.290396665842,hfc
Denmark,2016,565.849788191918,hfc
Denmark,2015,501.400219071035,hfc
Denmark,2014,643.638298855155,hfc
Denmark,2013,697.710957842957,hfc
Denmark,2012,755.463411325577,hfc
Denmark,2011,752.076159178407,hfc
Denmark,2010,828.402557998894,hfc
Denmark,2009,971.98070089693,hfc
Denmark,2008,947.130574554837,hfc
Denmark,2007,945.735206524572,hfc
Denmark,2006,911.996078437851,hfc
Denmark,2005,889.173992245578,hfc
Denmark,2004,838.394924661549,hfc
Denmark,2003,782.203834288067,hfc
Denmark,2002,759.105982586452,hfc
Denmark,2001,734.269406982082,hfc
Denmark,2000,735.346906785527,hfc
Denmark,1999,642.470598830946,hfc
Denmark,1998,501.275719738337,hfc
Denmark,1997,373.353164295304,hfc
Denmark,1996,370.591620671916,hfc
Denmark,1995,237.65284193339,hfc
Denmark,1994,144.51125729775,hfc
Denmark,1993,100.80397912275,hfc
Denmark,1992,3.5574,hfc
Estonia,2021,190.208121554073,hfc
Estonia,2020,179.918358786542,hfc
Estonia,2019,219.672200520598,hfc
Estonia,2018,225.985435251345,hfc
Estonia,2017,225.798758636333,hfc
Estonia,2016,225.039723985605,hfc
Estonia,2015,216.430788248505,hfc
Estonia,2014,211.452874182942,hfc
Estonia,2013,201.520879985932,hfc
Estonia,2012,188.030227566667,hfc
Estonia,2011,178.25436298708,hfc
Estonia,2010,170.727091162848,hfc
Estonia,2009,153.117264928232,hfc
Estonia,2008,146.246895541009,hfc
Estonia,2007,163.064572662102,hfc
Estonia,2006,147.197173984008,hfc
Estonia,2005,128.148801163142,hfc
Estonia,2004,113.402362842948,hfc
Estonia,2003,99.7091460994807,hfc
Estonia,2002,93.6443328052949,hfc
Estonia,2001,91.6553659714141,hfc
Estonia,2000,74.7379725589453,hfc
Estonia,1999,59.9571374870255,hfc
Estonia,1998,49.3855666324836,hfc
Estonia,1997,39.0084917344727,hfc
Estonia,1996,32.4489854045101,hfc
Estonia,1995,26.4887549503164,hfc
Estonia,1994,21.034340287984,hfc
Estonia,1993,18.3739370862071,hfc
Estonia,1992,15.9210727,hfc
European Union,2021,69863.7998495205,hfc
European Union,2020,72857.878771089,hfc
European Union,2019,78266.750103175,hfc
European Union,2018,81980.3288986712,hfc
European Union,2017,86516.3238737753,hfc
European Union,2016,88115.3679221969,hfc
European Union,2015,87246.4111252849,hfc
European Union,2014,95233.2271772466,hfc
European Union,2013,93185.9284708487,hfc
European Union,2012,91277.2306411323,hfc
European Union,2011,88926.3789119441,hfc
European Union,2010,85758.6912819862,hfc
European Union,2009,81532.7684565548,hfc
European Union,2008,80284.0288789527,hfc
European Union,2007,74719.437482118,hfc
European Union,2006,67973.1969317645,hfc
European Union,2005,62175.9238659143,hfc
European Union,2004,56196.8573521993,hfc
European Union,2003,50534.5212040434,hfc
European Union,2002,44360.8229432106,hfc
European Union,2001,40814.8067795044,hfc
European Union,2000,41220.14096236,hfc
European Union,1999,37854.445866557,hfc
European Union,1998,36889.1461808394,hfc
European Union,1997,32228.5138162795,hfc
European Union,1996,27309.2779651118,hfc
European Union,1995,21426.4893534647,hfc
European Union,1994,18425.4711674068,hfc
European Union,1993,15405.4909557331,hfc
European Union,1992,13869.8832098585,hfc
European Union,1991,12434.4058635569,hfc
European Union,1990,12884.2021830541,hfc
Finland,2021,837.600327970633,hfc
Finland,2020,903.858763686259,hfc
Finland,2019,968.939052467649,hfc
Finland,2018,1014.52697109427,hfc
Finland,2017,1064.04755804122,hfc
Finland,2016,1133.69370626397,hfc
Finland,2015,1192.69412519139,hfc
Finland,2014,1257.84509061715,hfc
Finland,2013,1290.87979417998,hfc
Finland,2012,1310.45084695647,hfc
Finland,2011,1302.08519554209,hfc
Finland,2010,1320.80371181994,hfc
Finland,2009,1337.19534036553,hfc
Finland,2008,1339.90563974754,hfc
Finland,2007,1305.55197596096,hfc
Finland,2006,1274.2107841316,hfc
Finland,2005,1123.18669394957,hfc
Finland,2004,1050.87674971105,hfc
Finland,2003,951.844789780003,hfc
Finland,2002,856.865245049461,hfc
Finland,2001,764.472716199771,hfc
Finland,2000,693.19545828551,hfc
Finland,1999,526.278219025237,hfc
Finland,1998,431.854401059789,hfc
Finland,1997,327.053865493533,hfc
Finland,1996,230.509607659696,hfc
Finland,1995,148.728455852747,hfc
Finland,1994,80.7565924837938,hfc
Finland,1993,0.19534479033754,hfc
Finland,1992,0.04702837855438,hfc
Finland,1991,0.0334211822212,hfc
Finland,1990,0.02045561758365,hfc
France,2021,9984.61884008818,hfc
France,2020,11281.1986802683,hfc
France,2019,12659.3319567789,hfc
France,2018,14526.6985788262,hfc
France,2017,16050.522733414,hfc
France,2016,16661.9738027647,hfc
France,2015,16977.6344051868,hfc
France,2014,17150.45620137,hfc
France,2013,17252.9854497406,hfc
France,2012,17313.361229719,hfc
France,2011,17102.4130696826,hfc
France,2010,16410.872388385,hfc
France,2009,15692.1367671837,hfc
France,2008,15624.3867223657,hfc
France,2007,14536.3263657569,hfc
France,2006,13759.9404591143,hfc
France,2005,12310.1413003481,hfc
France,2004,11298.6464337191,hfc
France,2003,9892.47427730706,hfc
France,2002,8664.20809841647,hfc
France,2001,7541.68343010391,hfc
France,2000,6328.37323462022,hfc
France,1999,5137.82798197683,hfc
France,1998,4008.47507641538,hfc
France,1997,3639.7395743221,hfc
France,1996,2850.22276959625,hfc
France,1995,1600.56374406401,hfc
France,1994,1546.51491802312,hfc
France,1993,2439.44896065953,hfc
France,1992,4131.27714484074,hfc
France,1991,4850.62897897466,hfc
France,1990,4226.20529415878,hfc
Germany,2021,8069.17819431842,hfc
Germany,2020,8256.32327164359,hfc
Germany,2019,8743.36799213021,hfc
Germany,2018,9424.78445896137,hfc
Germany,2017,10374.6897383484,hfc
Germany,2016,10629.795252387,hfc
Germany,2015,10694.2771093373,hfc
Germany,2014,10465.5461925216,hfc
Germany,2013,10324.8528550645,hfc
Germany,2012,10337.4078633877,hfc
Germany,2011,10168.6649627782,hfc
Germany,2010,9753.44780199541,hfc
Germany,2009,9464.58459666326,hfc
Germany,2008,9204.69391176602,hfc
Germany,2007,9239.98791845343,hfc
Germany,2006,8808.93460759785,hfc
Germany,2005,8461.89719075486,hfc
Germany,2004,8221.35245142583,hfc
Germany,2003,7803.65796832049,hfc
Germany,2002,7598.21593355129,hfc
Germany,2001,7002.54946562612,hfc
Germany,2000,5655.83821531692,hfc
Germany,1999,4857.3065382502,hfc
Germany,1998,4526.17584084564,hfc
Germany,1997,3854.9825866894,hfc
Germany,1996,3149.86444774066,hfc
Germany,1995,2404.00069807046,hfc
Germany,1994,2445.62113384881,hfc
Germany,1993,2268.27490091729,hfc
Germany,1992,258.891326411,hfc
Germany,1991,38.689096604,hfc
Germany,1990,42.16,hfc
Greece,2021,4675.44563258827,hfc
Greece,2020,4816.27219989772,hfc
Greece,2019,5137.0795689032,hfc
Greece,2018,5559.41938520542,hfc
Greece,2017,5806.44810883067,hfc
Greece,2016,5844.57154014863,hfc
Greece,2015,5641.70618932334,hfc
Greece,2014,5505.31595718109,hfc
Greece,2013,5403.5380194909,hfc
Greece,2012,4864.4828473919,hfc
Greece,2011,4480.25313659053,hfc
Greece,2010,4215.52978339823,hfc
Greece,2009,3805.72529919666,hfc
Greece,2008,3494.70264165787,hfc
Greece,2007,3058.37994541303,hfc
Greece,2006,2568.97127820248,hfc
Greece,2005,4503.28752571176,hfc
Greece,2004,4309.68229972773,hfc
Greece,2003,4112.54252060783,hfc
Greece,2002,4375.21184185893,hfc
Greece,2001,4079.5038254962,hfc
Greece,2000,4460.64796443865,hfc
Greece,1999,5667.02971017563,hfc
Greece,1998,4856.97323237774,hfc
Greece,1997,4344.35511870432,hfc
Greece,1996,4046.99077244437,hfc
Greece,1995,3487.67827773665,hfc
Greece,1994,2272.3218756,hfc
Greece,1993,1702.8617755,hfc
Greece,1992,962.736,hfc
Greece,1991,1173.04,hfc
Greece,1990,991.008,hfc
Hungary,2021,1862.46001758178,hfc
Hungary,2020,1848.68514590373,hfc
Hungary,2019,1823.01014626655,hfc
Hungary,2018,1782.0505419042,hfc
Hungary,2017,1745.06361653321,hfc
Hungary,2016,1774.93930124935,hfc
Hungary,2015,1884.83193975114,hfc
Hungary,2014,1756.19966199259,hfc
Hungary,2013,1526.06840847181,hfc
Hungary,2012,1452.74103929023,hfc
Hungary,2011,1390.46570518058,hfc
Hungary,2010,1258.45604243877,hfc
Hungary,2009,1177.69101743246,hfc
Hungary,2008,1118.10998015786,hfc
Hungary,2007,994.384545216,hfc
Hungary,2006,889.630409998956,hfc
Hungary,2005,747.583117488624,hfc
Hungary,2004,588.258953831093,hfc
Hungary,2003,453.357367985364,hfc
Hungary,2002,330.918281830394,hfc
Hungary,2001,243.450790246376,hfc
Hungary,2000,202.976159706207,hfc
Hungary,1999,175.062446953838,hfc
Hungary,1998,85.7206223699884,hfc
Hungary,1997,60.7850132837343,hfc
Hungary,1996,38.3098076290273,hfc
Hungary,1995,32.7743510983773,hfc
Hungary,1994,27.9406277028512,hfc
Hungary,1993,23.8886605425159,hfc
Hungary,1992,23.19619632654,hfc
Hungary,1991,13.7597858405172,hfc
Hungary,1990,0.00215273275862,hfc
Iceland,2021,157.248161796444,hfc
Iceland,2020,195.612040568164,hfc
Iceland,2019,199.640928151394,hfc
Iceland,2018,188.533435038506,hfc
Iceland,2017,170.450500706063,hfc
Iceland,2016,179.212187693658,hfc
Iceland,2015,161.371170400982,hfc
Iceland,2014,168.563164258772,hfc
Iceland,2013,170.540339369838,hfc
Iceland,2012,140.161411644427,hfc
Iceland,2011,134.721903100242,hfc
Iceland,2010,109.918694440737,hfc
Iceland,2009,81.822478436647,hfc
Iceland,2008,68.572581947606,hfc
Iceland,2007,66.9835276147672,hfc
Iceland,2006,66.3089070458212,hfc
Iceland,2005,57.2375457648722,hfc
Iceland,2004,52.1723742786578,hfc
Iceland,2003,45.1354746608285,hfc
Iceland,2002,44.6470728028209,hfc
Iceland,2001,39.8262150475428,hfc
Iceland,2000,42.9882725468099,hfc
Iceland,1999,36.9988970870346,hfc
Iceland,1998,25.465406809238,hfc
Iceland,1997,16.137108341974,hfc
Iceland,1996,10.087963492376,hfc
Iceland,1995,3.148353757446,hfc
Iceland,1994,1.84891720435,hfc
Iceland,1993,1.43536060187,hfc
Iceland,1992,0.63747209916,hfc
Iceland,1991,0.62991539767,hfc
Iceland,1990,0.31364363459,hfc
Ireland,2021,672.987866283893,hfc
Ireland,2020,624.078461175879,hfc
Ireland,2019,772.026061857963,hfc
Ireland,2018,783.926539300854,hfc
Ireland,2017,1094.29693966744,hfc
Ireland,2016,1184.30857561658,hfc
Ireland,2015,1116.55790342231,hfc
Ireland,2014,1139.3588514345,hfc
Ireland,2013,1061.05681803276,hfc
Ireland,2012,1031.37414453999,hfc
Ireland,2011,1041.70952819675,hfc
Ireland,2010,1016.90700228523,hfc
Ireland,2009,1000.61964470303,hfc
Ireland,2008,961.77482509456,hfc
Ireland,2007,882.328626828773,hfc
Ireland,2006,869.333153052726,hfc
Ireland,2005,820.351438598509,hfc
Ireland,2004,660.395142749878,hfc
Ireland,2003,516.365910674385,hfc
Ireland,2002,379.011886245473,hfc
Ireland,2001,296.288306924574,hfc
Ireland,2000,245.683993313356,hfc
Ireland,1999,185.011660788789,hfc
Ireland,1998,141.323200026253,hfc
Ireland,1997,114.929907887417,hfc
Ireland,1996,72.8343264541054,hfc
Ireland,1995,31.4324134810716,hfc
Ireland,1994,18.2368241050021,hfc
Ireland,1993,6.51653993513589,hfc
Ireland,1992,0.78368,hfc
Ireland,1991,0.63984,hfc
Ireland,1990,0.496,hfc
Italy,2021,15387.7747729177,hfc
Italy,2020,16035.0504263899,hfc
Italy,2019,17019.3785145221,hfc
Italy,2018,16927.9485152384,hfc
Italy,2017,16513.6473615436,hfc
Italy,2016,16223.3139680062,hfc
Italy,2015,15629.738658776,hfc
Italy,2014,17252.8500485942,hfc
Italy,2013,16692.3451314642,hfc
Italy,2012,15922.6033037916,hfc
Italy,2011,15223.1404545341,hfc
Italy,2010,14324.7932845005,hfc
Italy,2009,13114.5074854315,hfc
Italy,2008,12040.5398565943,hfc
Italy,2007,10876.0238236649,hfc
Italy,2006,9970.98985107971,hfc
Italy,2005,8718.32284317152,hfc
Italy,2004,7562.32875902737,hfc
Italy,2003,6106.3963448592,hfc
Italy,2002,4754.01728160486,hfc
Italy,2001,3706.2169725946,hfc
Italy,2000,2802.55230680471,hfc
Italy,1999,2272.20214195912,hfc
Italy,1998,1779.27401077477,hfc
Italy,1997,1193.86585073616,hfc
Italy,1996,743.888673035034,hfc
Italy,1995,860.821497624793,hfc
Italy,1994,588.898197306969,hfc
Italy,1993,479.022282619444,hfc
Italy,1992,426.446033722222,hfc
Italy,1991,376.47,hfc
Italy,1990,372.0,hfc
Japan,2021,53561.038045285,hfc
Japan,2020,52210.280536947,hfc
Japan,2019,49968.0075238734,hfc
Japan,2018,47087.1421844178,hfc
Japan,2017,44956.3527384356,hfc
Japan,2016,42645.3610940309,hfc
Japan,2015,39283.2503400904,hfc
Japan,2014,35805.2600872984,hfc
Japan,2013,32129.236564594,hfc
Japan,2012,29381.772417681,hfc
Japan,2011,26124.5404098298,hfc
Japan,2010,23331.8155395902,hfc
Japan,2009,20927.1060010199,hfc
Japan,2008,19265.3185006241,hfc
Japan,2007,16709.8129624911,hfc
Japan,2006,14626.2417372496,hfc
Japan,2005,12778.8097118843,hfc
Japan,2004,12418.3681016884,hfc
Japan,2003,16228.0807335174,hfc
Japan,2002,16236.4047826034,hfc
Japan,2001,19465.9716056743,hfc
Japan,2000,22858.3568995731,hfc
Japan,1999,24375.035791542,hfc
Japan,1998,23749.4302696806,hfc
Japan,1997,24444.4896607021,hfc
Japan,1996,24604.2158267743,hfc
Japan,1995,25219.348804735,hfc
Japan,1994,21057.2267491857,hfc
Japan,1993,18134.5944750891,hfc
Japan,1992,17773.1387459016,hfc
Japan,1991,17356.7944767542,hfc
Japan,1990,15940.0233738106,hfc
Latvia,2021,250.341440458049,hfc
Latvia,2020,236.903214676411,hfc
Latvia,2019,243.350490555801,hfc
Latvia,2018,251.594377782635,hfc
Latvia,2017,256.799772345696,hfc
Latvia,2016,263.495345934232,hfc
Latvia,2015,243.163805752487,hfc
Latvia,2014,233.523081892421,hfc
Latvia,2013,220.321530077057,hfc
Latvia,2012,207.835692768957,hfc
Latvia,2011,207.651869210084,hfc
Latvia,2010,205.961200383267,hfc
Latvia,2009,181.295375296074,hfc
Latvia,2008,170.762838958238,hfc
Latvia,2007,147.580067261648,hfc
Latvia,2006,127.177282907491,hfc
Latvia,2005,100.591415469661,hfc
Latvia,2004,92.5963080011024,hfc
Latvia,2003,84.8282731218191,hfc
Latvia,2002,77.4356884580592,hfc
Latvia,2001,69.9932582511993,hfc
Latvia,2000,62.1098700401615,hfc
Latvia,1999,53.8192056804455,hfc
Latvia,1998,45.7955579230524,hfc
Latvia,1997,37.4243704807513,hfc
Latvia,1996,28.1819570709774,hfc
Latvia,1995,16.3531466998044,hfc
Liechtenstein,2021,7.99348229998211,hfc
Liechtenstein,2020,8.62848437619377,hfc
Liechtenstein,2019,9.06434913405222,hfc
Liechtenstein,2018,9.37918776818102,hfc
Liechtenstein,2017,9.25101705198165,hfc
Liechtenstein,2016,9.01613791089874,hfc
Liechtenstein,2015,9.365332282589,hfc
Liechtenstein,2014,9.25818538753473,hfc
Liechtenstein,2013,9.01864083634787,hfc
Liechtenstein,2012,9.05613851259445,hfc
Liechtenstein,2011,8.71078972109846,hfc
Liechtenstein,2010,8.28485611655202,hfc
Liechtenstein,2009,7.72963885529535,hfc
Liechtenstein,2008,7.9163032190913,hfc
Liechtenstein,2007,7.58738221443647,hfc
Liechtenstein,2006,6.89757647089003,hfc
Liechtenstein,2005,6.32493339376045,hfc
Liechtenstein,2004,6.01622310078797,hfc
Liechtenstein,2003,5.42264720052845,hfc
Liechtenstein,2002,4.85649623923306,hfc
Liechtenstein,2001,4.25515673909395,hfc
Liechtenstein,2000,3.52292392372673,hfc
Liechtenstein,1999,2.804153964918,hfc
Liechtenstein,1998,2.23876920339353,hfc
Liechtenstein,1997,1.71781403389809,hfc
Liechtenstein,1996,1.36882774269091,hfc
Liechtenstein,1995,1.07061959552763,hfc
Liechtenstein,1994,0.35904257438202,hfc
Liechtenstein,1993,0.1465914427783,hfc
Liechtenstein,1992,0.06572200758347,hfc
Liechtenstein,1991,0.00588221700509,hfc
Liechtenstein,1990,9.605405272e-05,hfc
Lithuania,2021,512.853922539436,hfc
Lithuania,2020,501.585179642873,hfc
Lithuania,2019,532.737597544059,hfc
Lithuania,2018,529.888068486341,hfc
Lithuania,2017,680.680926443351,hfc
Lithuania,2016,691.008692460597,hfc
Lithuania,2015,550.82393574542,hfc
Lithuania,2014,445.998680043693,hfc
Lithuania,2013,392.119294881347,hfc
Lithuania,2012,337.866944641455,hfc
Lithuania,2011,292.697403262491,hfc
Lithuania,2010,246.995586262657,hfc
Lithuania,2009,206.093344097482,hfc
Lithuania,2008,185.241451121332,hfc
Lithuania,2007,148.806419071285,hfc
Lithuania,2006,114.646892912255,hfc
Lithuania,2005,86.4612979815552,hfc
Lithuania,2004,66.0804077897366,hfc
Lithuania,2003,45.8399082645932,hfc
Lithuania,2002,34.8853606992726,hfc
Lithuania,2001,27.5569145882039,hfc
Lithuania,2000,21.4523974596564,hfc
Lithuania,1999,17.0377847517413,hfc
Lithuania,1998,13.5489621296626,hfc
Lithuania,1997,9.95559609803042,hfc
Lithuania,1996,7.50929878370439,hfc
Lithuania,1995,6.13589132834831,hfc
Lithuania,1994,0.088520076,hfc
Lithuania,1993,0.026132208,hfc
Luxembourg,2021,43.6941148548245,hfc
Luxembourg,2020,45.3573737282339,hfc
Luxembourg,2019,49.4511687188751,hfc
Luxembourg,2018,54.955603700162,hfc
Luxembourg,2017,61.9171896875265,hfc
Luxembourg,2016,59.797500461081,hfc
Luxembourg,2015,61.3791226290914,hfc
Luxembourg,2014,61.5483924050156,hfc
Luxembourg,2013,57.4881730077092,hfc
Luxembourg,2012,54.0327867330449,hfc
Luxembourg,2011,51.8688705913038,hfc
Luxembourg,2010,49.246764138376,hfc
Luxembourg,2009,47.1563959313611,hfc
Luxembourg,2008,46.0913534395044,hfc
Luxembourg,2007,43.7659016539926,hfc
Luxembourg,2006,39.6113281192159,hfc
Luxembourg,2005,36.9536406661865,hfc
Luxembourg,2004,38.2648173436729,hfc
Luxembourg,2003,38.0855510003063,hfc
Luxembourg,2002,37.8429056166234,hfc
Luxembourg,2001,34.8643243289196,hfc
Luxembourg,2000,28.3303806264563,hfc
Luxembourg,1999,23.8906072731593,hfc
Luxembourg,1998,20.9183417552977,hfc
Luxembourg,1997,18.3138929393237,hfc
Luxembourg,1996,15.7959698856779,hfc
Luxembourg,1995,13.8114858894494,hfc
Luxembourg,1994,12.9122161673956,hfc
Luxembourg,1993,11.7640888116693,hfc
Luxembourg,1992,4.98903447646941,hfc
Luxembourg,1991,0.0010692986535,hfc
Luxembourg,1990,6.5e-05,hfc
Malta,2021,228.800901781676,hfc
Malta,2020,225.187125036218,hfc
Malta,2019,220.707949370099,hfc
Malta,2018,231.37158994759,hfc
Malta,2017,244.005312163602,hfc
Malta,2016,234.205245698852,hfc
Malta,2015,219.991432799973,hfc
Malta,2014,211.740570738821,hfc
Malta,2013,200.830160313857,hfc
Malta,2012,189.641871528736,hfc
